,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
11314,2.0,1.0,5.0,22.0,0.0,5.0,1.0,1.0,0.56,0.5303,0.52,0.3284,57.0,194.0,251.0
11315,2.0,0.0,4.0,13.0,0.0,1.0,1.0,2.0,0.56,0.5303,0.49,0.1642,41.0,128.0,169.0
11316,2.0,1.0,4.0,5.0,0.0,5.0,1.0,2.0,0.34,0.3333,0.53,0.1642,2.0,19.0,21.0
11317,1.0,1.0,1.0,14.0,1.0,1.0,0.0,1.0,0.24,0.2121,0.44,0.3881,23.0,158.0,181.0
11318,1.0,1.0,1.0,22.0,0.0,2.0,1.0,1.0,0.46,0.4545,0.72,0.3881,5.0,85.0,90.0
11319,4.0,1.0,11.0,19.0,0.0,2.0,1.0,1.0,0.26,0.2576,0.73,0.2985,12.0,338.0,350.0
11320,1.0,1.0,12.0,13.0,0.0,5.0,1.0,2.0,0.32,0.2879,0.39,0.4179,26.0,214.0,240.0
11321,4.0,1.0,12.0,4.0,0.0,6.0,0.0,2.0,0.36,0.3788,0.93,0.0,3.0,9.0,12.0
11322,4.0,1.0,11.0,15.0,0.0,4.0,1.0,1.0,0.44,0.4394,0.18,0.4179,32.0,201.0,233.0
11323,1.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,0.44,0.4394,0.38,0.2836,0.0,31.0,31.0
11324,2.0,1.0,4.0,17.0,0.0,6.0,0.0,2.0,0.42,0.4242,0.41,0.1343,98.0,224.0,322.0
11325,4.0,0.0,10.0,14.0,0.0,0.0,0.0,1.0,0.68,0.6364,0.47,0.1642,272.0,228.0,500.0
11326,1.0,0.0,12.0,0.0,0.0,5.0,1.0,1.0,0.28,0.2879,0.7,0.1343,4.0,26.0,30.0
11327,2.0,1.0,5.0,12.0,0.0,4.0,1.0,1.0,0.56,0.5303,0.73,0.1343,64.0,237.0,301.0
11328,4.0,0.0,11.0,6.0,0.0,1.0,1.0,2.0,0.44,0.4394,0.72,0.2239,10.0,104.0,114.0
11329,3.0,0.0,8.0,21.0,0.0,0.0,0.0,3.0,0.6,0.5455,0.88,0.4925,51.0,104.0,155.0
11330,1.0,1.0,3.0,14.0,0.0,5.0,1.0,2.0,0.44,0.4394,0.44,0.2836,29.0,176.0,205.0
11331,3.0,0.0,6.0,18.0,0.0,1.0,1.0,1.0,0.74,0.6667,0.51,0.0,79.0,512.0,591.0
11332,2.0,1.0,4.0,4.0,0.0,0.0,0.0,2.0,0.54,0.5152,0.52,0.0,2.0,10.0,12.0
11333,1.0,1.0,3.0,9.0,0.0,0.0,0.0,1.0,0.26,0.2576,0.6,0.2239,20.0,70.0,90.0
11334,3.0,0.0,9.0,20.0,0.0,0.0,0.0,1.0,0.62,0.5909,0.73,0.1045,65.0,161.0,226.0
11335,3.0,1.0,9.0,22.0,0.0,3.0,1.0,1.0,0.72,0.697,0.79,0.0,38.0,181.0,219.0
11336,1.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,0.32,0.3485,0.53,0.0,7.0,7.0,14.0
11337,1.0,0.0,3.0,22.0,0.0,1.0,1.0,1.0,0.26,0.2576,0.48,0.1642,1.0,34.0,35.0
11338,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.22,0.2273,0.64,0.194,0.0,1.0,1.0
11339,1.0,0.0,1.0,12.0,0.0,0.0,0.0,1.0,0.3,0.3182,0.52,0.1045,10.0,87.0,97.0
11340,3.0,1.0,9.0,10.0,1.0,1.0,0.0,2.0,0.74,0.7121,0.74,0.2239,135.0,224.0,359.0
11341,2.0,0.0,5.0,17.0,1.0,1.0,0.0,1.0,0.86,0.7879,0.41,0.2239,102.0,202.0,304.0
11342,2.0,0.0,4.0,15.0,0.0,6.0,0.0,2.0,0.36,0.3788,0.87,0.0,85.0,116.0,201.0
11343,4.0,0.0,11.0,21.0,1.0,4.0,0.0,1.0,0.36,0.3485,0.71,0.1642,7.0,19.0,26.0
11344,1.0,1.0,1.0,12.0,0.0,4.0,1.0,1.0,0.2,0.197,0.51,0.194,5.0,106.0,111.0
11345,4.0,0.0,12.0,11.0,0.0,0.0,0.0,1.0,0.26,0.303,0.35,0.0,31.0,166.0,197.0
11346,1.0,1.0,12.0,18.0,0.0,1.0,1.0,2.0,0.26,0.2727,0.48,0.1343,10.0,112.0,122.0
11347,1.0,1.0,2.0,6.0,0.0,4.0,1.0,2.0,0.3,0.3182,0.7,0.0896,4.0,83.0,87.0
11348,2.0,1.0,6.0,7.0,0.0,4.0,1.0,1.0,0.6,0.6061,0.6,0.2836,26.0,480.0,506.0
11349,2.0,0.0,6.0,12.0,0.0,3.0,1.0,1.0,0.7,0.6364,0.34,0.2239,33.0,178.0,211.0
11350,3.0,0.0,8.0,11.0,0.0,5.0,1.0,2.0,0.72,0.6818,0.66,0.0896,45.0,120.0,165.0
11351,1.0,0.0,3.0,4.0,0.0,2.0,1.0,1.0,0.22,0.2727,0.64,0.0,0.0,2.0,2.0
11352,2.0,0.0,5.0,17.0,0.0,2.0,1.0,1.0,0.7,0.6515,0.61,0.1045,56.0,492.0,548.0
11353,2.0,0.0,5.0,11.0,0.0,3.0,1.0,1.0,0.56,0.5303,0.64,0.0896,18.0,123.0,141.0
11354,4.0,1.0,12.0,5.0,0.0,4.0,1.0,1.0,0.22,0.2121,0.55,0.2836,0.0,32.0,32.0
11355,4.0,0.0,10.0,18.0,0.0,3.0,1.0,3.0,0.56,0.5303,1.0,0.1642,8.0,132.0,140.0
11356,3.0,1.0,8.0,18.0,0.0,5.0,1.0,2.0,0.72,0.6818,0.62,0.194,109.0,627.0,736.0
11357,3.0,0.0,8.0,12.0,0.0,6.0,0.0,1.0,0.74,0.6818,0.58,0.1343,156.0,253.0,409.0
11358,4.0,0.0,9.0,12.0,0.0,6.0,0.0,2.0,0.62,0.5758,0.83,0.0896,141.0,266.0,407.0
11359,2.0,1.0,4.0,6.0,0.0,3.0,1.0,2.0,0.5,0.4848,0.39,0.2836,6.0,128.0,134.0
11360,2.0,0.0,5.0,23.0,0.0,4.0,1.0,1.0,0.46,0.4545,0.41,0.194,16.0,99.0,115.0
11361,3.0,0.0,7.0,21.0,0.0,0.0,0.0,2.0,0.66,0.6061,0.83,0.1642,75.0,92.0,167.0
11362,4.0,1.0,11.0,9.0,0.0,3.0,1.0,1.0,0.3,0.2727,0.52,0.3881,22.0,310.0,332.0
11363,4.0,0.0,9.0,18.0,0.0,2.0,1.0,2.0,0.64,0.5758,0.89,0.2239,31.0,325.0,356.0
11364,1.0,0.0,12.0,10.0,1.0,1.0,0.0,1.0,0.34,0.2879,0.42,0.5224,31.0,39.0,70.0
11365,1.0,0.0,12.0,19.0,0.0,6.0,0.0,1.0,0.3,0.3182,0.52,0.0896,1.0,24.0,25.0
11366,2.0,0.0,4.0,12.0,0.0,6.0,0.0,3.0,0.32,0.3333,0.81,0.1343,84.0,100.0,184.0
11367,4.0,0.0,12.0,16.0,0.0,0.0,0.0,1.0,0.42,0.4242,0.58,0.2239,64.0,266.0,330.0
11368,4.0,0.0,9.0,3.0,0.0,4.0,1.0,2.0,0.6,0.5152,0.94,0.194,0.0,8.0,8.0
11369,4.0,0.0,10.0,13.0,0.0,5.0,1.0,1.0,0.6,0.6212,0.46,0.0,95.0,210.0,305.0
11370,4.0,0.0,11.0,17.0,0.0,3.0,1.0,2.0,0.48,0.4697,0.88,0.194,17.0,216.0,233.0
11371,4.0,0.0,10.0,19.0,0.0,0.0,0.0,1.0,0.56,0.5303,0.49,0.2985,28.0,125.0,153.0
11372,1.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,0.2,0.2121,0.75,0.1343,0.0,9.0,9.0
11373,4.0,0.0,10.0,20.0,0.0,3.0,1.0,1.0,0.5,0.4848,0.88,0.0,27.0,180.0,207.0
11374,2.0,0.0,6.0,14.0,0.0,2.0,1.0,2.0,0.64,0.6212,0.47,0.194,41.0,118.0,159.0
11375,3.0,0.0,8.0,2.0,0.0,3.0,1.0,2.0,0.78,0.7121,0.49,0.1642,2.0,9.0,11.0
11376,2.0,0.0,4.0,7.0,0.0,4.0,1.0,1.0,0.38,0.3939,0.66,0.0,11.0,182.0,193.0
11377,1.0,1.0,3.0,9.0,0.0,6.0,0.0,3.0,0.38,0.3939,0.87,0.0896,7.0,87.0,94.0
11378,2.0,1.0,6.0,14.0,0.0,1.0,1.0,2.0,0.82,0.7273,0.34,0.2836,66.0,193.0,259.0
11379,4.0,1.0,12.0,3.0,0.0,6.0,0.0,2.0,0.36,0.3636,0.93,0.1045,6.0,23.0,29.0
11380,3.0,1.0,8.0,7.0,0.0,5.0,1.0,2.0,0.64,0.5758,0.89,0.0896,21.0,400.0,421.0
11381,1.0,0.0,2.0,9.0,0.0,0.0,0.0,1.0,0.28,0.2879,0.56,0.1045,7.0,38.0,45.0
11382,1.0,1.0,2.0,23.0,0.0,5.0,1.0,1.0,0.26,0.2727,0.7,0.1045,3.0,74.0,77.0
11383,4.0,1.0,12.0,18.0,0.0,2.0,1.0,1.0,0.38,0.3939,0.46,0.3284,13.0,512.0,525.0
11384,4.0,1.0,10.0,0.0,0.0,0.0,0.0,3.0,0.52,0.5,0.68,0.2985,20.0,97.0,117.0
11385,1.0,0.0,1.0,4.0,0.0,5.0,1.0,2.0,0.2,0.2121,0.69,0.1343,0.0,1.0,1.0
11386,4.0,0.0,10.0,9.0,0.0,4.0,1.0,1.0,0.46,0.4545,0.63,0.194,20.0,188.0,208.0
11387,2.0,0.0,5.0,8.0,0.0,0.0,0.0,2.0,0.44,0.4394,0.77,0.1343,16.0,43.0,59.0
11388,2.0,0.0,5.0,13.0,0.0,2.0,1.0,2.0,0.62,0.6212,0.38,0.2537,50.0,152.0,202.0
11389,4.0,1.0,12.0,6.0,0.0,0.0,0.0,2.0,0.24,0.2424,0.93,0.1343,1.0,15.0,16.0
11390,4.0,1.0,12.0,10.0,0.0,0.0,0.0,2.0,0.4,0.4091,0.87,0.2836,39.0,180.0,219.0
11391,2.0,0.0,6.0,20.0,0.0,6.0,0.0,1.0,0.68,0.6364,0.74,0.2537,95.0,180.0,275.0
11392,3.0,0.0,8.0,13.0,0.0,1.0,1.0,2.0,0.7,0.6364,0.39,0.0,48.0,170.0,218.0
11393,4.0,1.0,9.0,14.0,0.0,3.0,1.0,1.0,0.74,0.6667,0.48,0.2836,60.0,217.0,277.0
11394,3.0,0.0,7.0,14.0,0.0,2.0,1.0,1.0,0.86,0.8182,0.5,0.194,41.0,111.0,152.0
11395,1.0,1.0,2.0,2.0,0.0,5.0,1.0,1.0,0.26,0.2879,0.52,0.0896,7.0,9.0,16.0
11396,2.0,0.0,5.0,11.0,0.0,0.0,0.0,1.0,0.6,0.5758,0.78,0.2239,120.0,202.0,322.0
11397,4.0,1.0,12.0,2.0,0.0,1.0,1.0,2.0,0.38,0.3939,0.94,0.0,1.0,4.0,5.0
11398,2.0,0.0,5.0,13.0,0.0,2.0,1.0,2.0,0.56,0.5303,0.88,0.3284,31.0,141.0,172.0
11399,3.0,1.0,7.0,9.0,0.0,1.0,1.0,2.0,0.74,0.697,0.7,0.0,34.0,259.0,293.0
11400,2.0,1.0,5.0,10.0,0.0,6.0,0.0,1.0,0.56,0.5303,0.43,0.0,177.0,275.0,452.0
11401,4.0,1.0,10.0,18.0,0.0,3.0,1.0,2.0,0.56,0.5303,0.49,0.1642,57.0,787.0,844.0
11402,2.0,1.0,4.0,13.0,0.0,5.0,1.0,1.0,0.46,0.4545,0.33,0.3881,94.0,212.0,306.0
11403,1.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,0.46,0.4545,0.77,0.3284,3.0,14.0,17.0
11404,1.0,1.0,2.0,7.0,0.0,5.0,1.0,2.0,0.4,0.4091,0.76,0.2239,7.0,265.0,272.0
11405,1.0,0.0,2.0,22.0,0.0,1.0,1.0,3.0,0.34,0.303,0.93,0.4179,4.0,72.0,76.0
11406,4.0,1.0,12.0,13.0,0.0,2.0,1.0,2.0,0.38,0.3939,0.5,0.2239,28.0,226.0,254.0
11407,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.36,0.3788,0.66,0.0,5.0,43.0,48.0
11408,1.0,1.0,3.0,0.0,0.0,2.0,1.0,2.0,0.56,0.5303,0.78,0.0896,5.0,24.0,29.0
11409,3.0,1.0,7.0,6.0,0.0,0.0,0.0,1.0,0.78,0.7727,0.7,0.1343,5.0,16.0,21.0
11410,1.0,0.0,3.0,14.0,0.0,6.0,0.0,2.0,0.48,0.4697,0.59,0.2836,80.0,118.0,198.0
11411,4.0,1.0,11.0,19.0,0.0,3.0,1.0,1.0,0.32,0.3182,0.36,0.1642,9.0,378.0,387.0
11412,3.0,1.0,8.0,23.0,0.0,4.0,1.0,1.0,0.7,0.6515,0.54,0.1045,58.0,168.0,226.0
11413,2.0,1.0,6.0,0.0,0.0,4.0,1.0,1.0,0.52,0.5,0.77,0.1343,9.0,50.0,59.0
11414,2.0,1.0,5.0,23.0,0.0,6.0,0.0,1.0,0.58,0.5455,0.56,0.0896,42.0,134.0,176.0
11415,1.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,0.3,0.2879,0.36,0.2239,3.0,12.0,15.0
11416,4.0,1.0,10.0,16.0,0.0,2.0,1.0,3.0,0.3,0.2879,0.87,0.2537,15.0,83.0,98.0
11417,1.0,1.0,2.0,4.0,0.0,3.0,1.0,1.0,0.34,0.3333,0.71,0.1642,0.0,2.0,2.0
11418,4.0,1.0,10.0,2.0,0.0,6.0,0.0,2.0,0.5,0.4848,0.88,0.194,19.0,71.0,90.0
11419,3.0,1.0,8.0,18.0,0.0,1.0,1.0,1.0,0.76,0.697,0.52,0.2836,103.0,709.0,812.0
11420,3.0,0.0,7.0,16.0,0.0,3.0,1.0,1.0,0.76,0.7273,0.7,0.2537,57.0,218.0,275.0
11421,4.0,1.0,11.0,10.0,0.0,2.0,1.0,3.0,0.3,0.2727,0.75,0.3881,10.0,84.0,94.0
11422,1.0,0.0,3.0,10.0,0.0,3.0,1.0,2.0,0.3,0.2879,0.75,0.2537,8.0,49.0,57.0
11423,3.0,0.0,6.0,13.0,0.0,2.0,1.0,1.0,0.74,0.697,0.66,0.1642,49.0,158.0,207.0
11424,2.0,1.0,5.0,22.0,0.0,4.0,1.0,2.0,0.64,0.5909,0.78,0.1045,33.0,210.0,243.0
11425,1.0,1.0,3.0,23.0,0.0,1.0,1.0,1.0,0.56,0.5303,0.56,0.2239,10.0,53.0,63.0
11426,3.0,1.0,7.0,8.0,0.0,0.0,0.0,1.0,0.78,0.7424,0.62,0.1045,36.0,106.0,142.0
11427,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.12,0.197,0.5,0.0,0.0,3.0,3.0
11428,2.0,0.0,5.0,9.0,0.0,0.0,0.0,1.0,0.56,0.5303,0.52,0.2239,48.0,112.0,160.0
11429,1.0,1.0,1.0,7.0,0.0,0.0,0.0,1.0,0.12,0.1212,0.54,0.2836,3.0,14.0,17.0
11430,3.0,0.0,8.0,20.0,0.0,1.0,1.0,1.0,0.72,0.6818,0.62,0.2239,49.0,256.0,305.0
11431,2.0,0.0,5.0,15.0,0.0,2.0,1.0,2.0,0.7,0.6515,0.58,0.4478,37.0,117.0,154.0
11432,3.0,1.0,7.0,3.0,0.0,4.0,1.0,1.0,0.72,0.6818,0.7,0.1045,1.0,4.0,5.0
11433,1.0,1.0,3.0,20.0,0.0,6.0,0.0,1.0,0.32,0.3333,0.33,0.1343,20.0,101.0,121.0
11434,1.0,0.0,12.0,15.0,0.0,5.0,1.0,1.0,0.38,0.3939,0.54,0.3582,12.0,191.0,203.0
11435,4.0,0.0,11.0,6.0,0.0,6.0,0.0,1.0,0.22,0.2273,0.75,0.1642,0.0,7.0,7.0
11436,4.0,1.0,11.0,18.0,0.0,4.0,1.0,2.0,0.4,0.4091,0.5,0.1642,50.0,628.0,678.0
11437,1.0,0.0,2.0,13.0,0.0,4.0,1.0,1.0,0.2,0.1667,0.4,0.4179,4.0,47.0,51.0
11438,3.0,1.0,8.0,2.0,0.0,3.0,1.0,1.0,0.7,0.6667,0.84,0.0,1.0,5.0,6.0
11439,1.0,1.0,2.0,20.0,0.0,2.0,1.0,1.0,0.36,0.3485,0.5,0.1343,6.0,206.0,212.0
11440,4.0,0.0,10.0,15.0,0.0,6.0,0.0,3.0,0.22,0.2121,0.93,0.2537,3.0,38.0,41.0
11441,1.0,1.0,12.0,12.0,0.0,0.0,0.0,1.0,0.28,0.2273,0.36,0.5821,47.0,97.0,144.0
11442,4.0,0.0,11.0,23.0,0.0,5.0,1.0,1.0,0.32,0.303,0.49,0.3284,17.0,72.0,89.0
11443,2.0,0.0,3.0,15.0,0.0,1.0,1.0,2.0,0.56,0.5303,0.6,0.2239,41.0,66.0,107.0
11444,3.0,1.0,7.0,19.0,0.0,5.0,1.0,1.0,0.88,0.7879,0.35,0.2239,112.0,306.0,418.0
11445,1.0,1.0,2.0,4.0,0.0,6.0,0.0,1.0,0.26,0.303,0.7,0.0,3.0,4.0,7.0
11446,1.0,0.0,1.0,18.0,0.0,0.0,0.0,1.0,0.12,0.1212,0.3,0.2537,5.0,44.0,49.0
11447,4.0,0.0,12.0,8.0,0.0,5.0,1.0,1.0,0.24,0.2879,0.87,0.0,13.0,432.0,445.0
11448,3.0,1.0,8.0,19.0,0.0,6.0,0.0,1.0,0.7,0.6364,0.45,0.1642,164.0,324.0,488.0
11449,2.0,0.0,4.0,20.0,0.0,1.0,1.0,2.0,0.7,0.6364,0.24,0.5522,40.0,133.0,173.0
11450,4.0,0.0,10.0,15.0,0.0,6.0,0.0,1.0,0.62,0.6212,0.31,0.4925,166.0,211.0,377.0
11451,3.0,0.0,8.0,18.0,0.0,2.0,1.0,1.0,0.8,0.7576,0.55,0.194,97.0,488.0,585.0
11452,4.0,1.0,11.0,2.0,0.0,3.0,1.0,2.0,0.28,0.2576,0.56,0.2985,6.0,68.0,74.0
11453,4.0,0.0,10.0,7.0,0.0,2.0,1.0,1.0,0.4,0.4091,0.76,0.194,15.0,299.0,314.0
11454,2.0,1.0,5.0,10.0,0.0,4.0,1.0,1.0,0.7,0.6364,0.39,0.3881,65.0,155.0,220.0
11455,2.0,0.0,4.0,11.0,0.0,1.0,1.0,2.0,0.6,0.5909,0.73,0.2985,45.0,59.0,104.0
11456,3.0,1.0,6.0,13.0,0.0,5.0,1.0,1.0,0.94,0.8788,0.38,0.194,45.0,194.0,239.0
11457,3.0,1.0,7.0,20.0,0.0,1.0,1.0,1.0,0.78,0.697,0.43,0.1343,38.0,357.0,395.0
11458,2.0,1.0,4.0,15.0,1.0,1.0,0.0,1.0,0.8,0.697,0.33,0.4478,81.0,194.0,275.0
11459,3.0,0.0,7.0,18.0,0.0,5.0,1.0,1.0,0.66,0.6061,0.83,0.0896,35.0,281.0,316.0
11460,3.0,1.0,7.0,5.0,0.0,6.0,0.0,1.0,0.74,0.7121,0.74,0.194,2.0,12.0,14.0
11461,1.0,0.0,2.0,7.0,0.0,6.0,0.0,1.0,0.22,0.2576,0.6,0.0896,1.0,21.0,22.0
11462,1.0,1.0,1.0,7.0,0.0,3.0,1.0,1.0,0.02,0.0455,0.44,0.194,1.0,151.0,152.0
11463,2.0,0.0,5.0,12.0,0.0,6.0,0.0,3.0,0.52,0.5,1.0,0.0896,75.0,204.0,279.0
11464,1.0,1.0,2.0,14.0,0.0,6.0,0.0,1.0,0.32,0.2727,0.29,0.5522,35.0,181.0,216.0
11465,3.0,0.0,6.0,8.0,0.0,4.0,1.0,2.0,0.74,0.697,0.7,0.194,20.0,412.0,432.0
11466,2.0,0.0,6.0,6.0,0.0,3.0,1.0,2.0,0.68,0.6364,0.89,0.0896,7.0,121.0,128.0
11467,1.0,0.0,2.0,1.0,0.0,4.0,1.0,1.0,0.22,0.2576,0.6,0.0896,0.0,7.0,7.0
11468,1.0,0.0,2.0,3.0,0.0,6.0,0.0,1.0,0.12,0.197,0.8,0.0,3.0,7.0,10.0
11469,2.0,0.0,4.0,17.0,0.0,5.0,1.0,3.0,0.32,0.303,0.93,0.2537,10.0,138.0,148.0
11470,2.0,1.0,4.0,15.0,0.0,6.0,0.0,1.0,0.42,0.4242,0.41,0.2239,148.0,260.0,408.0
11471,2.0,0.0,5.0,18.0,0.0,2.0,1.0,1.0,0.6,0.5909,0.69,0.2985,54.0,426.0,480.0
11472,4.0,1.0,11.0,2.0,0.0,1.0,1.0,2.0,0.36,0.3333,0.66,0.2537,0.0,5.0,5.0
11473,4.0,1.0,10.0,23.0,0.0,3.0,1.0,1.0,0.44,0.4394,0.58,0.194,17.0,119.0,136.0
11474,4.0,0.0,11.0,2.0,1.0,4.0,0.0,1.0,0.3,0.2879,0.61,0.2836,3.0,19.0,22.0
11475,3.0,1.0,7.0,6.0,0.0,4.0,1.0,1.0,0.66,0.6061,0.78,0.2537,16.0,165.0,181.0
11476,3.0,1.0,7.0,18.0,0.0,4.0,1.0,1.0,0.76,0.6818,0.45,0.1343,86.0,739.0,825.0
11477,4.0,1.0,10.0,13.0,0.0,3.0,1.0,1.0,0.42,0.4242,0.5,0.2239,22.0,191.0,213.0
11478,3.0,1.0,9.0,2.0,0.0,5.0,1.0,1.0,0.62,0.5758,0.83,0.0896,1.0,10.0,11.0
11479,1.0,0.0,2.0,13.0,0.0,6.0,0.0,2.0,0.34,0.3182,0.42,0.2537,38.0,136.0,174.0
11480,2.0,0.0,4.0,8.0,0.0,0.0,0.0,1.0,0.34,0.3333,0.57,0.1642,18.0,44.0,62.0
11481,2.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,0.68,0.6364,0.69,0.1642,48.0,89.0,137.0
11482,4.0,1.0,11.0,4.0,0.0,4.0,1.0,1.0,0.2,0.2273,0.75,0.0896,0.0,7.0,7.0
11483,1.0,0.0,1.0,16.0,0.0,0.0,0.0,1.0,0.2,0.1667,0.34,0.4478,13.0,79.0,92.0
11484,3.0,0.0,8.0,10.0,0.0,6.0,0.0,2.0,0.7,0.6667,0.79,0.4627,51.0,154.0,205.0
11485,2.0,0.0,6.0,5.0,0.0,3.0,1.0,2.0,0.66,0.5909,0.89,0.0896,2.0,19.0,21.0
11486,3.0,0.0,8.0,4.0,0.0,6.0,0.0,2.0,0.6,0.5455,0.88,0.0,1.0,6.0,7.0
11487,4.0,1.0,10.0,0.0,0.0,6.0,0.0,1.0,0.46,0.4545,0.82,0.1343,13.0,110.0,123.0
11488,1.0,0.0,3.0,6.0,0.0,6.0,0.0,2.0,0.3,0.2879,1.0,0.2239,1.0,3.0,4.0
11489,1.0,0.0,1.0,9.0,0.0,6.0,0.0,1.0,0.32,0.3485,0.76,0.0,8.0,6.0,14.0
11490,2.0,0.0,5.0,7.0,0.0,0.0,0.0,1.0,0.54,0.5152,0.88,0.1045,13.0,27.0,40.0
11491,2.0,0.0,6.0,2.0,0.0,5.0,1.0,1.0,0.56,0.5303,0.43,0.2239,0.0,12.0,12.0
11492,3.0,0.0,9.0,11.0,0.0,5.0,1.0,2.0,0.5,0.4848,0.51,0.1343,40.0,139.0,179.0
11493,2.0,0.0,6.0,21.0,0.0,0.0,0.0,1.0,0.68,0.6364,0.79,0.1343,57.0,110.0,167.0
11494,4.0,1.0,10.0,3.0,0.0,3.0,1.0,2.0,0.6,0.5152,0.94,0.0,0.0,7.0,7.0
11495,4.0,1.0,10.0,12.0,0.0,5.0,1.0,1.0,0.72,0.6515,0.42,0.1642,161.0,307.0,468.0
11496,2.0,0.0,5.0,0.0,0.0,4.0,1.0,1.0,0.52,0.5,0.94,0.1045,6.0,23.0,29.0
11497,2.0,0.0,5.0,17.0,0.0,0.0,0.0,2.0,0.48,0.4697,0.82,0.2537,60.0,136.0,196.0
11498,3.0,1.0,6.0,2.0,0.0,5.0,1.0,1.0,0.72,0.6667,0.58,0.194,3.0,15.0,18.0
11499,3.0,0.0,7.0,10.0,0.0,6.0,0.0,1.0,0.8,0.7121,0.36,0.0,103.0,168.0,271.0
11500,1.0,0.0,1.0,5.0,1.0,1.0,0.0,2.0,0.18,0.197,0.43,0.1642,0.0,1.0,1.0
11501,2.0,0.0,5.0,8.0,0.0,0.0,0.0,2.0,0.54,0.5152,0.94,0.1343,24.0,46.0,70.0
11502,2.0,1.0,6.0,2.0,0.0,3.0,1.0,1.0,0.66,0.6061,0.83,0.1642,1.0,5.0,6.0
11503,2.0,0.0,4.0,16.0,0.0,2.0,1.0,1.0,0.56,0.5303,0.52,0.2985,30.0,162.0,192.0
11504,4.0,1.0,11.0,2.0,0.0,0.0,0.0,1.0,0.32,0.3333,0.87,0.1045,12.0,58.0,70.0
11505,1.0,1.0,3.0,8.0,0.0,0.0,0.0,1.0,0.3,0.2727,0.52,0.3284,12.0,54.0,66.0
11506,2.0,0.0,4.0,13.0,0.0,6.0,0.0,2.0,0.36,0.3788,0.81,0.0,114.0,108.0,222.0
11507,4.0,0.0,12.0,6.0,0.0,4.0,1.0,1.0,0.22,0.2121,0.55,0.2836,0.0,71.0,71.0
11508,3.0,1.0,6.0,15.0,0.0,4.0,1.0,1.0,0.92,0.8333,0.33,0.1642,40.0,154.0,194.0
11509,4.0,0.0,10.0,10.0,0.0,1.0,1.0,2.0,0.36,0.3485,0.57,0.1642,18.0,87.0,105.0
11510,2.0,0.0,4.0,6.0,0.0,3.0,1.0,1.0,0.42,0.4242,0.94,0.1642,2.0,62.0,64.0
11511,4.0,1.0,10.0,6.0,0.0,6.0,0.0,1.0,0.42,0.4242,0.71,0.0,5.0,26.0,31.0
11512,4.0,1.0,11.0,16.0,0.0,0.0,0.0,1.0,0.54,0.5152,0.42,0.2239,260.0,393.0,653.0
11513,4.0,1.0,10.0,20.0,0.0,4.0,1.0,2.0,0.52,0.5,0.88,0.1343,28.0,319.0,347.0
11514,3.0,1.0,8.0,10.0,0.0,4.0,1.0,1.0,0.8,0.7576,0.55,0.0,51.0,130.0,181.0
11515,2.0,0.0,4.0,12.0,0.0,6.0,0.0,2.0,0.46,0.4545,0.88,0.5821,6.0,26.0,32.0
11516,3.0,1.0,7.0,16.0,0.0,0.0,0.0,1.0,0.92,0.8333,0.33,0.2985,85.0,228.0,313.0
11517,3.0,0.0,9.0,21.0,0.0,3.0,1.0,2.0,0.6,0.5,1.0,0.0896,25.0,175.0,200.0
11518,3.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,0.82,0.7879,0.56,0.1343,22.0,125.0,147.0
11519,3.0,1.0,7.0,1.0,0.0,2.0,1.0,1.0,0.68,0.6364,0.79,0.1642,7.0,10.0,17.0
11520,1.0,0.0,2.0,5.0,0.0,6.0,0.0,2.0,0.22,0.2424,0.64,0.1045,1.0,9.0,10.0
11521,2.0,1.0,4.0,22.0,0.0,3.0,1.0,1.0,0.34,0.303,0.57,0.3284,4.0,130.0,134.0
11522,3.0,0.0,8.0,0.0,0.0,6.0,0.0,1.0,0.66,0.6061,0.78,0.194,29.0,104.0,133.0
11523,1.0,1.0,1.0,5.0,0.0,5.0,1.0,1.0,0.22,0.2424,0.6,0.1045,0.0,19.0,19.0
11524,2.0,1.0,5.0,18.0,0.0,5.0,1.0,1.0,0.64,0.6061,0.23,0.2836,78.0,518.0,596.0
11525,2.0,1.0,4.0,10.0,0.0,2.0,1.0,1.0,0.44,0.4394,0.33,0.0,77.0,142.0,219.0
11526,1.0,1.0,2.0,20.0,0.0,5.0,1.0,1.0,0.44,0.4394,0.62,0.4179,8.0,159.0,167.0
11527,1.0,0.0,2.0,23.0,0.0,0.0,0.0,1.0,0.4,0.4091,0.35,0.3582,3.0,27.0,30.0
11528,1.0,1.0,1.0,6.0,0.0,5.0,1.0,1.0,0.24,0.2121,0.6,0.2836,0.0,68.0,68.0
